"BehaviorSpace results (NetLogo 6.2.2)"
"hw1.nlogo"
"experiment-lazy-fixed-word-size"
"10/03/2022 01:32:09:361 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-60","60","-60","60"
"[run number]","lambda","num","rw-type","world-size","[step]","mean displacements-before-border-reach","max msd-deviations-before-border-reach","time-to-cover","time-to-reach-border","percentage-of-visited","ticks"
"278","1.5","86","lazy","40","1023","11.311820803024839","8.020267319155668","1023","169","100","1023"
"281","1.5","88","lazy","40","898","12.377040126465058","7.302911799234909","898","175","100","898"
"284","1.5","89","lazy","40","1064","12.94996266601631","5.881047387382761","1064","170","100","1064"
"282","1.5","88","lazy","40","1120","12.702496673302072","8.643054680949827","1120","180","100","1120"
"283","1.5","89","lazy","40","1105","12.875477580056469","9.543982931370213","1105","202","100","1105"
"287","1.5","91","lazy","40","877","14.74575862979585","14.463822806892466","877","221","100","877"
"285","1.5","90","lazy","40","989","13.065937721941019","8.662232820958092","989","188","100","989"
"288","1.5","91","lazy","40","805","10.910269952994495","5.878166716010405","805","167","100","805"
"289","1.5","92","lazy","40","856","13.056806184069895","9.599057889916278","856","195","100","856"
"290","1.5","92","lazy","40","837","12.69956130363345","10.098835879854054","837","191","100","837"
"286","1.5","90","lazy","40","1231","9.497867884629747","3.286339178830298","1231","123","100","1231"
"291","1.5","93","lazy","40","967","10.799457701474696","2.6419871960621215","967","112","100","967"
"292","1.5","93","lazy","40","863","12.262492515594653","4.434018266184079","863","170","100","863"
"293","1.5","94","lazy","40","769","11.713852387838205","7.217325970006485","769","169","100","769"
"295","1.5","95","lazy","40","911","11.764854967502197","4.908191103504059","911","153","100","911"
"296","1.5","95","lazy","40","914","12.190555424649371","8.230981583567964","914","184","100","914"
"294","1.5","94","lazy","40","1069","11.7300738116292","8.217815434780164","1069","180","100","1069"
"297","1.5","96","lazy","40","823","11.79552888922476","6.663368849558385","823","157","100","823"
"298","1.5","96","lazy","40","875","12.150440207568519","3.4314663526354607","875","143","100","875"
"299","1.5","97","lazy","40","807","13.68850227529486","6.548900792754004","807","170","100","807"
"300","1.5","97","lazy","40","760","13.043462384406366","9.091903644599338","760","174","100","760"
"301","1.5","98","lazy","40","760","13.620415845670692","9.906092148277136","760","199","100","760"
"303","1.5","99","lazy","40","783","12.505761779499675","3.482272251606034","783","153","100","783"
"302","1.5","98","lazy","40","878","12.855584750767092","7.989650040694361","878","185","100","878"
"304","1.5","99","lazy","40","793","13.956680687659219","5.509956085584303","793","167","100","793"
"305","1.5","100","lazy","40","861","12.978569722965814","5.417035280321183","861","151","100","861"
"306","1.5","100","lazy","40","920","12.861435322203366","9.330338976609333","920","181","100","920"
"223","1.5","59","lazy","40","2073","9.088886014118048","2.089801057588847","2073","118","100","2073"
