"BehaviorSpace results (NetLogo 6.2.2)"
"hw1.nlogo"
"experiment-deterministic-fixed-num"
"10/03/2022 22:56:33:974 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-60","60","-60","60"
"[run number]","step-size","r","rw-type","num","[step]","mean displacements-before-border-reach","max msd-deviations-before-border-reach","time-to-cover","time-to-reach-border","percentage-of-visited","ticks"
"277","1.46","0","deterministic","100","1671","12.650213104125672","50.62614923230832","1671","41","100","1671"
"270","1.44","3.82","deterministic","100","6720","12.817156849088162","14.538515334134033","6720","846","100","6720"
"278","1.46","0","deterministic","100","1710","11.400351818200322","50.62614923230831","1710","41","100","1710"
"279","1.46","1","deterministic","100","1547","5.856638171311993","7.472984493174435","1547","43","100","1547"
"275","1.45","3.82","deterministic","100","5382","13.04796087259573","16.485236422410335","5382","862","100","5382"
"276","1.45","3.82","deterministic","100","5351","12.911279952123536","16.265000927847584","5351","957","100","5351"
"280","1.46","1","deterministic","100","1840","5.869867559835629","9.736945728877156","1840","42","100","1840"
"283","1.47","0","deterministic","100","1708","21.109946497554883","50.97290367910496","1708","41","100","1708"
"284","1.47","0","deterministic","100","1664","4.801946261348596","50.97290367910496","1664","41","100","1664"
"285","1.47","1","deterministic","100","1206","13.900860409517492","5.259285241695466","1206","45","100","1206"
"286","1.47","1","deterministic","100","1345","11.86166683614172","23.797391446118084","1345","168","100","1345"
"281","1.46","3.82","deterministic","100","6210","13.224328766464968","18.974954155119953","6210","1003","100","6210"
"282","1.46","3.82","deterministic","100","6019","12.446411383901541","11.526601732404334","6019","604","100","6019"
"289","1.48","0","deterministic","100","1642","17.133437378773213","49.95740296237036","1642","40","100","1642"
"291","1.48","1","deterministic","100","1512","10.809978189210323","7.391226549305298","1512","50","100","1512"
"290","1.48","0","deterministic","100","2134","1.568402544418683","49.95740296237035","2134","40","100","2134"
"287","1.47","3.82","deterministic","100","5661","13.163402584848928","18.0428261233096","5661","899","100","5661"
"292","1.48","1","deterministic","100","1382","6.56177544997791","12.235783360696592","1382","54","100","1382"
"295","1.49","0","deterministic","100","1533","3.9801286653363577","50.29495298238639","1533","40","100","1533"
"288","1.47","3.82","deterministic","100","7008","13.040579664079852","15.436900578155491","7008","865","100","7008"
"297","1.49","1","deterministic","100","1410","14.082135250889706","22.070041834561795","1410","161","100","1410"
"296","1.49","0","deterministic","100","2150","14.960576750555095","50.29495298238639","2150","40","100","2150"
"294","1.48","3.82","deterministic","100","5332","12.46345916911436","14.312091587326613","5332","822","100","5332"
"293","1.48","3.82","deterministic","100","5907","13.591411312586391","16.25346063541726","5907","846","100","5907"
"298","1.49","1","deterministic","100","1528","16.38654064896583","6.836109222020365","1528","45","100","1528"
"301","1.5","0","deterministic","100","1557","20.503252921205327","50.63250300240243","1557","40","100","1557"
"302","1.5","0","deterministic","100","1477","4.681593786268239","50.632503002402416","1477","40","100","1477"
"303","1.5","1","deterministic","100","1323","7.430474626433143","10.247333303779737","1323","73","100","1323"
"304","1.5","1","deterministic","100","1395","15.452543614624336","23.56450797048941","1395","166","100","1395"
"299","1.49","3.82","deterministic","100","5698","13.618191131451349","14.477788571029993","5698","865","100","5698"
"300","1.49","3.82","deterministic","100","6510","12.576784499230873","20.297988301736307","6510","1060","100","6510"
"305","1.5","3.82","deterministic","100","5498","12.207326591423927","18.44450675090298","5498","1108","100","5498"
"306","1.5","3.82","deterministic","100","5400","13.338086973519594","17.065311437386995","5400","877","100","5400"
